key,no,question_key,subject,answer,rater_1,rater_2,rater_3,rater_4,rater_5
std-uas-689,44,uas-4,uas,"Structured data is clearly defined and searchable data types, while unstructured data is usually stored in its native format. Structured data is quantitative, while unstructured data is qualitative. Structured data is often stored in data warehouses, while unstructured data is stored in data lakes.",3,1,1,3,1
std-uas-690,45,uas-4,uas,"1. Structured data can be expressed in rows and columns and relational databases. While unstructured data cannot be displayed in rows and columns. 2. Structured data is in the form of numbers, strings and dates, while unstructured data can be in the form of images, audio, video, word processing files, emails, spreadsheets etc. 3. Structured data is a small part of the data, which is only about 20 of the company's data, while unstructured data is a dominant amount in the company, which is about 80 of the company's data. 4. Structured data only requires small storage, while unstructured data requires larger data storage, for example: video. 5. Structured data is easier to organize and protect, while unstructured data is much more difficult to organize and protect.",3,3,2,3,3
std-uas-691,46,uas-4,uas,"STRUCTURED 1. Can be displayed in the form of rows, columns and relational databases 2. In the form of numbers, dates or strings 3. Requires small storage UNSTRUCTURED 1. Cannot be displayed in the form of rows, columns and relational databases 2. In the form of images, videos, audio, etc. 3. Requires large storage",3,3,3,3,3
std-uas-692,47,uas-4,uas,"1. Structured data is easy to classify while unstructured data is difficult to classify 2. Structured data is usually run to access a database called Structured Query Language or better known as SQL, while unstructured data has complexities such as requiring the use of adequate storage systems, such as NoSQL databases MongoDB and CouchDB. 3. Structured data is easy to process and store while unstructured data is difficult to process and store.",3,3,3,3,3
std-uas-693,48,uas-4,uas,"Structured data: Ready to be processed, has a fixed format, is already in the form of a database such as Excel, spreadsheet Unstructured data: Not ready to be processed, the data format is still diverse, still in the form of video, audio, photos",3,3,3,3,3
std-uas-694,49,uas-4,uas,"Structured data: 1. Uses a pre-defined data model pre-oriented model. 2. Uses only text 3. Requires less storage space Unstructured data: 1. Can use text, images, sound, video, and other formats. 2. The data model is not pre-defined no pre-oriented model. 3. Requires more storage space than structured data.",3,3,3,3,3
std-uas-695,50,uas-4,uas,"Differences between structured and unstructured data: 1. Structured data can be displayed in columns and rows while unstructured data cannot 2. Structured data includes: numbers, dates, and words. Unstructured data includes: images, audio, video 3. Structured data requires minimal storage, unstructured data requires more storage",3,3,3,3,3
std-uas-696,51,uas-4,uas,1. Structured data can be displayed in tabular form while unstructured data cannot. 2. Structured data does not require a lot of storage space while unstructured data requires a lot of storage space. 3. Structured data tends to be easy to manage while unstructured data is difficult to manage.,1,1,1,2,1
std-uas-697,52,uas-4,uas,"Structured data 1. Can be displayed in columns, rows, and relational databases 2. Data in the form of numbers, dates, or strings 3. Requires small storage space Unstructured data 1. Cannot be displayed in columns, rows, and relational databases 2. Data in the form of images, audio, video, word processing files, e-mails, spreadsheets 3. Requires larger storage space",3,3,3,3,3
std-uas-698,53,uas-4,uas,"First, structured data can be expressed in rows and columns and relational databases. While unstructured data cannot be displayed in rows and columns. Second, structured data is in the form of numbers, strings and dates, while unstructured data can be in the form of images, audio, video, word processing files, emails, spreadsheets etc. Third, structured data is a small part of the data, which is only about 20 of the company's data, while unstructured data is a dominant amount in the company, which is about 80 of the company's data. Fourth, structured data only requires small storage, while unstructured data requires larger data storage, for example: video. Fifth, structured data is easier to organize and protect, while unstructured data is much more difficult to organize and protect.",3,3,3,3,3
